Wall time,Step,Value
1656513851.737704,1,0.7512035369873047
1656513851.841472,2,0.6930968761444092
1656513851.9286015,3,0.824590265750885
1656513852.0265803,4,0.7294235229492188
1656513852.1201742,5,0.7435944080352783
1656513852.2201788,6,0.7323926687240601
1656513852.4220862,7,0.5055069923400879
1656513852.6349165,8,0.7770706415176392
1656513852.8403947,9,0.7829077839851379
1656513853.0385098,10,0.7173085808753967
1656513853.247759,11,0.5532888770103455
1656513853.450057,12,0.7198365926742554
1656513853.8735855,14,0.6849335432052612
1656513854.0789747,15,0.6488578915596008
1656513854.286995,16,0.5329447388648987
1656513854.4884665,17,0.605055034160614
1656513854.6909661,18,0.7687521576881409
1656513854.8991697,19,0.5841664671897888
1656513855.1033523,20,0.5120128989219666
1656513855.3116508,21,0.6514493823051453
1656513855.5139115,22,0.611824631690979
1656513855.7168348,23,0.747162938117981
1656513855.92341,24,0.7816423773765564
1656513856.3485832,26,0.706106960773468
1656513856.5618012,27,0.7175556421279907
1656513856.7719595,28,0.8334824442863464
1656513856.9840238,29,0.781735360622406
1656513857.1856592,30,0.79527747631073
1656513857.395477,31,0.7020882964134216
1656513857.5995505,32,0.6942151188850403
1656513857.8051825,33,0.7232181429862976
1656513858.0123453,34,0.7227828502655029
1656513858.214608,35,0.5809783339500427
1656513858.424024,36,0.5361406207084656
1656513858.6277318,37,0.5443610548973083
1656513858.832925,38,0.5435420870780945
1656513859.0398843,39,0.5572692155838013
1656513859.245506,40,0.6389390230178833
1656513859.46342,41,0.6552541255950928
1656513859.8742633,43,0.7016492486000061
1656513860.084357,44,0.7533850073814392
1656513860.2926002,45,0.7078565955162048
1656513860.5013652,46,0.6745905876159668
1656513860.7079642,47,0.7184004783630371
1656513860.914566,48,0.7375713586807251
1656513861.1231945,49,0.7169055938720703
1656513861.3311322,50,0.6673775315284729
1656513861.535471,51,0.6725055575370789
1656513861.7383337,52,0.8577585220336914
1656513861.9419081,53,0.5720487833023071
1656513862.1425261,54,0.6072527766227722
1656513862.3473268,55,0.5671354532241821
1656513862.5501528,56,0.5440158843994141
1656513862.7552466,57,0.4780254662036896
1656513862.9567714,58,0.5206918120384216
1656513863.1630313,59,0.5231727361679077
1656513863.5769393,61,0.5173015594482422
1656513863.7740896,62,0.5888714790344238
1656513863.9759424,63,0.7048425674438477
1656513864.1825747,64,0.5775589942932129
1656513864.6041484,66,0.6206992268562317
1656513864.8283806,67,0.6724600791931152
1656513865.0347204,68,0.6078302264213562
1656513865.2409296,69,0.7521257996559143
1656513865.4454675,70,1.0285462141036987
1656513865.6492858,71,0.9659119248390198
1656513865.8754783,72,0.6425813436508179
1656513866.0712545,73,0.8531970977783203
1656513866.2770653,74,0.6308137774467468
1656513866.4838161,75,0.6534276008605957
1656513866.6880388,76,0.730566680431366
1656513866.8996842,77,0.7234886288642883
1656513867.1181595,78,0.6355921626091003
1656513867.3251257,79,0.7533387541770935
1656513867.5329766,80,0.7446786761283875
1656513867.7448356,81,0.7394190430641174
1656513867.9458473,82,1.0722733736038208
1656513868.1506667,83,0.6540364027023315
1656513868.3503056,84,0.8549466729164124
1656513868.5574358,85,0.7429911494255066
1656513868.7594445,86,0.7970495820045471
1656513868.9733489,87,0.6179288625717163
1656513869.181186,88,0.565945029258728
1656513869.3883781,89,0.5624789595603943
1656513869.5882018,90,0.6377265453338623
1656513869.8015645,91,0.676282525062561
1656513870.2113473,93,0.8539294600486755
1656513870.412161,94,0.9053466320037842
1656513870.6211374,95,0.8150593042373657
1656513870.8219712,96,0.6284807920455933
1656513871.0309818,97,0.6155661344528198
1656513871.2382078,98,0.6278210878372192
1656513871.444584,99,0.6110526323318481
1656513871.646462,100,0.6413134336471558
1656513871.8506877,101,0.554973840713501
1656513872.0634556,102,0.5630890727043152
1656513872.2711148,103,0.6331948637962341
1656513872.4812791,104,0.6143506765365601
1656513872.6840832,105,0.7095162272453308
1656513872.8888462,106,0.6244693994522095
1656513873.123281,107,0.5496880412101746
1656513873.4487848,108,0.6282451152801514
1656513873.6547394,109,0.5540496110916138
1656513873.863909,110,0.6934420466423035
1656513874.0756042,111,0.6384477019309998
1656513874.281187,112,0.6641607284545898
1656513874.4899218,113,0.6129587888717651
1656513874.9016204,115,0.5709949135780334
1656513875.1081817,116,0.5371097326278687
1656513875.3067834,117,0.5884702801704407
1656513875.509706,118,0.5908246636390686
1656513875.714676,119,0.636184811592102
1656513875.9243734,120,0.5549041032791138
1656513876.132625,121,0.5493127107620239
1656513876.3388443,122,0.5374528169631958
1656513876.5435426,123,0.6164965033531189
1656513876.7516363,124,0.41079795360565186
